Atoms,CSP3,Carbon,FormalCharge,Formula,HBA,HBD,HeavyAtoms,Heteroatoms,MR,MW,NAME,NHOH,NO,Rings,RotBonds,TPSA,WlogP
38,0.31,16,0,C16H16N2O3S,5,1,22,6,84.29,316.09,DB04854,1,5,2,5,111.45,3.72
27,0.0,10,0,C10H9AgN4O2S,5,1,18,8,63.09,355.95,DB05245,2,6,2,3,108.42,1.45
43,0.24,17,0,C17H19N5O2,7,4,24,7,92.63,325.15,DB06193,6,7,3,6,123.13,0.6
36,0.0,15,0,C15H14N4O2S,5,2,22,7,85.23,314.08,DB06729,3,6,3,4,98.39,2.26
36,0.54,13,0,C13H18Br2N2O,3,3,18,5,81.36,375.98,DB06742,4,3,2,3,58.28,3.19
28,0.17,12,0,C12H9F3N2O2,3,2,19,7,61.02,270.06,DB08880,2,4,1,2,73.12,3.0
54,0.68,19,0,C19H30O5,5,1,24,5,92.4,338.21,DB09081,1,5,1,12,72.83,3.46
43,0.62,13,0,C13H21N5O4,9,2,22,9,80.8,311.16,DB09092,2,9,2,6,105.52,-2.28
10,0.0,0,0,O7P2Tc,7,0,10,10,16.3,272.82,DB09165,0,7,0,2,155.23,-3.34
40,0.47,15,0,C15H18I3NO3,2,2,22,7,113.25,640.84,DB09340,2,4,1,7,66.4,4.89
22,0.11,9,0,C9H7INNaO3,3,1,15,6,56.5,330.94,DB09382,1,4,1,3,69.23,-3.23
51,0.76,21,0,C21H28O2,2,1,23,2,90.49,312.21,DB09389,1,2,4,1,37.3,3.88
33,0.33,12,0,C12H13I3N2O3,3,2,20,8,103.83,613.81,DB09403,3,5,1,4,83.63,3.16
22,0.11,9,0,C9H7INNaO3,3,1,15,6,56.5,322.94,DB09448,1,4,1,3,69.23,-3.23
24,0.83,6,0,C6H12O6,6,5,12,6,37.18,180.06,DB11735,5,6,0,5,118.22,-3.38
40,0.12,17,0,C17H16FN3O2S,5,1,24,7,89.41,345.09,DB11739,1,5,3,5,72.37,2.65
60,0.89,19,0,C19H36O5,3,3,24,5,95.01,344.26,DB11936,3,5,0,14,94.83,4.47
32,0.07,14,0,C14H11ClN2O4,4,3,21,7,76.32,306.04,DB12255,3,6,2,4,99.52,1.92
35,0.0,18,0,C18H12Cl2N2O,2,1,23,5,94.09,342.03,DB12792,1,3,3,3,41.99,5.31
48,0.93,14,0,C14H27NaO5S,5,0,21,7,77.37,330.15,DB13157,0,5,0,13,91.88,-0.0
53,0.5,20,0,C20H27NO5,6,0,26,6,100.84,361.19,DB13279,0,6,2,9,68.98,2.93
34,0.12,16,0,C16H12Cl2N2O2,3,1,22,6,87.96,334.03,DB13872,1,4,3,1,52.9,3.13
31,0.07,15,0,C15H10Cl2N2O2,3,2,21,6,83.18,320.01,DB00186,2,4,3,1,61.69,3.1
45,0.35,20,0,C20H21FN2O,3,0,24,4,90.91,324.16,DB00215,0,3,3,5,36.26,3.81
40,0.22,18,0,C18H20O2,2,2,20,2,83.61,268.15,DB00255,2,2,2,4,40.46,4.83
42,0.35,17,0,C17H20N4S,5,1,22,5,94.05,312.14,DB00334,1,4,4,0,59.11,3.44
53,0.6,20,0,C20H28N2O3,5,1,25,5,97.42,344.21,DB00383,1,5,3,5,62.13,2.73
41,0.28,18,0,C18H18ClN3O,4,0,23,5,93.24,327.11,DB00408,0,4,4,0,28.07,3.77
42,0.5,14,0,C14H19N5O4,9,1,23,9,81.11,321.14,DB00426,2,9,2,7,122.22,0.54
31,1.0,8,0,C8H17NO5,6,5,14,6,47.55,207.11,DB00491,5,6,1,3,104.39,-3.26
53,0.43,21,0,C21H27ClN2O2,4,1,26,5,105.65,374.18,DB00557,1,4,3,8,35.94,3.06
48,0.32,19,0,C19H24N2O3,4,4,24,5,93.81,328.18,DB00598,5,5,2,8,95.58,2.14
35,0.06,16,0,C16H13N3O3,4,2,22,6,82.0,295.1,DB00643,2,6,3,3,84.08,2.97
36,0.11,18,0,C18H13ClFN3,3,0,23,5,89.05,325.08,DB00683,0,3,4,1,30.18,4.32
42,0.47,17,0,C17H21NO3,2,2,21,4,81.55,287.15,DB00749,2,4,3,4,62.32,3.38
37,0.31,16,0,C16H16ClNO2S,4,0,21,5,84.64,321.06,DB00758,0,3,3,3,57.78,3.67
41,0.33,18,0,C18H19N3O,4,0,22,4,86.02,293.15,DB00904,0,4,4,2,39.82,3.13
35,0.38,8,0,C8H15N7O2S3,6,4,20,12,83.09,337.04,DB00927,8,9,1,7,237.75,-0.77
38,0.18,17,0,C17H15N5O,5,0,23,6,86.84,305.13,DB00962,0,6,3,3,74.29,2.64
37,0.46,13,0,C13H18Cl2N2O2,3,2,19,6,79.41,304.07,DB01042,3,4,1,8,66.56,1.92
47,0.58,19,0,C19H24N2O2,2,0,23,4,87.76,312.18,DB01058,0,4,4,1,40.62,2.53
45,0.38,16,0,C16H23N5O,3,4,22,6,90.83,301.19,DB01079,4,6,2,7,85.29,2.81
46,0.25,20,0,C20H21NO4,5,0,25,5,97.2,339.15,DB01113,0,5,3,6,49.81,3.86
34,0.17,12,0,C12H14N4O3S,6,2,20,8,75.83,294.08,DB01298,3,7,2,4,115.46,0.65
22,0.83,6,0,C6H10O6,6,4,12,6,34.99,178.05,DB04564,4,6,1,1,107.22,-3.01
33,0.12,16,0,C16H12ClNO3,3,1,21,5,80.51,301.05,DB04812,1,4,3,3,63.33,4.34
25,0.0,12,0,C12H6Cl4O2S,3,2,19,7,80.38,353.88,DB04813,2,2,2,2,65.76,5.86
35,0.17,12,0,C12H14N4O4S,7,2,21,9,76.8,310.07,DB06150,3,8,2,5,124.81,0.88
26,0.22,9,0,C9H11NO5,5,5,15,6,50.34,213.06,DB06262,6,6,1,3,124.01,-0.46
46,0.35,20,0,C20H24N2,2,0,22,2,92.89,292.19,DB08801,0,2,3,5,16.13,4.15
29,0.18,11,0,C11H9I3N2O4,3,3,20,9,99.25,613.77,DB09133,3,6,1,3,95.5,2.52
61,0.67,21,1,C21H35N2O3+,3,1,26,5,102.45,363.26,DB09376,1,5,1,15,59.28,3.55
17,0.5,4,0,C4H6O4S2Tc,4,4,11,7,40.82,280.88,DB09436,2,4,0,3,152.2,-0.25
44,0.83,12,0,C12H24N2O4S2,8,4,20,8,84.55,324.12,DB11164,2,6,0,11,154.26,-0.11
27,0.0,14,0,C14H7Cl2NO3,3,1,20,6,76.42,306.98,DB11644,1,4,3,2,63.33,4.5
31,0.17,12,0,C12H12N4O3,5,1,19,7,67.17,260.09,DB11989,1,7,2,5,90.06,1.11
30,0.07,14,0,C14H9Cl3N2OS,3,1,21,7,89.42,357.95,DB12245,1,3,3,3,63.21,6.04
34,0.12,17,0,C17H12I2O3,3,1,22,5,102.57,517.89,DB13277,1,3,3,3,50.44,5.14
13,0.0,0,0,B4Na2O7,7,0,13,13,28.44,201.98,DB14505,0,7,2,0,92.27,-10.24
32,0.14,14,0,C14H11Cl2NO4,4,0,21,7,79.01,327.01,DB14638,0,5,2,4,59.75,3.27
30,0.0,16,0,C16H10FN3,2,1,20,4,76.79,262.09,DB14914,1,3,4,1,41.57,3.92
30,0.22,9,0,C9H12NO7P,5,5,18,9,60.09,277.04,DB16683,6,8,1,5,160.12,-0.18
43,0.53,15,0,C15H21F3N2O2,4,1,22,7,78.71,318.16,DB00176,2,4,1,9,56.84,3.2
47,0.35,20,0,C20H24N2O,2,2,23,3,94.23,308.19,DB00192,3,3,3,6,55.12,3.22
34,0.12,16,0,C16H13ClN2O2,3,1,21,5,82.95,300.07,DB00231,1,4,3,1,52.9,2.47
51,0.58,19,0,C19H27N5,5,0,24,5,96.5,325.23,DB00298,0,5,4,4,37.19,2.29
50,0.38,21,0,C21H27NO,2,0,23,2,96.73,309.21,DB00333,0,2,2,7,20.31,4.29
34,0.12,16,0,C16H13ClN2O2,2,0,21,5,83.07,300.07,DB00349,0,4,3,1,40.62,3.37
45,0.85,13,0,C13H24N4O3S,8,2,21,8,82.2,316.16,DB00373,2,7,2,6,107.98,0.5
43,0.24,21,0,C21H21N,1,0,22,1,94.57,287.17,DB00434,0,1,4,0,3.24,4.7
37,0.5,14,0,C14H18N2O3,3,1,19,5,70.79,262.13,DB00474,1,5,1,3,66.48,1.31
40,0.22,18,0,C18H19NOS,3,1,21,3,90.18,297.12,DB00476,1,2,3,6,49.5,4.63
53,0.41,22,0,C22H28N2O,2,0,25,3,103.83,336.22,DB00813,0,3,3,6,23.55,4.14
36,0.12,17,0,C17H14N2O3,4,1,22,5,84.07,294.1,DB00817,1,5,3,3,72.19,2.78
31,0.13,15,0,C15H12ClNO2,1,2,19,4,76.87,273.06,DB00821,2,3,3,2,53.09,4.16
42,0.5,14,0,C14H21N3O3S,4,2,21,7,80.07,311.13,DB00839,2,6,2,3,86.89,1.77
26,0.5,8,0,C8H10FN3O3S,7,3,16,8,53.16,247.04,DB00879,3,6,2,2,116.66,-0.21
42,0.2,20,0,C20H21N,1,0,21,1,92.06,275.17,DB00924,0,1,3,3,3.24,4.55
40,0.5,14,0,C14H22N2O2,3,0,18,4,72.87,250.17,DB00989,0,4,1,4,32.78,2.76
33,0.06,17,0,C17H11N5,5,0,22,5,79.58,285.1,DB01006,0,5,3,3,78.29,2.66
36,0.19,16,0,C16H13Cl3N2OS,4,0,23,7,95.55,385.98,DB01007,0,3,3,6,55.29,5.86
52,0.38,21,0,C21H27NO3,4,2,25,4,100.2,341.2,DB01182,2,4,2,11,58.56,3.24
36,0.25,16,0,C16H15ClN2OS,3,0,21,5,89.07,318.06,DB01559,0,3,3,2,60.91,3.78
42,0.05,22,0,C22H18N2,2,0,24,2,97.79,310.15,DB04794,0,2,4,4,17.82,5.19
44,0.5,16,0,C16H21Cl2N3O2,4,1,23,7,94.94,357.1,DB06769,1,5,2,9,58.36,3.26
45,0.33,18,0,C18H21NO5,6,4,24,6,88.47,331.14,DB06814,4,6,3,6,91.18,2.08
32,0.4,10,0,C10H14N2O4S2,4,1,18,8,68.18,290.04,DB08329,2,6,2,2,114.3,0.26
31,0.23,13,0,C13H11N3O4,5,2,20,7,67.53,273.07,DB08910,3,7,3,1,109.57,-0.33
40,0.53,15,0,C15H22N2O,2,1,18,3,73.21,246.17,DB08918,2,3,2,5,46.33,1.77
37,0.53,15,0,C15H19NO2,2,1,18,3,69.79,245.14,DB09071,1,3,3,4,38.33,2.25
33,0.12,16,0,C16H14O3,2,1,19,3,72.37,254.09,DB09214,1,3,2,4,54.37,3.11
40,0.22,18,0,C18H18ClNOS,3,0,22,4,94.39,331.08,DB09225,0,2,3,4,37.77,4.88
20,1.0,6,0,C6H10O4,4,2,10,4,31.49,146.06,DB09401,2,4,2,0,58.92,-1.49
29,0.0,13,0,C13H10N2O3S,3,2,19,6,71.34,274.04,DB11115,2,5,3,2,91.43,2.48
24,0.0,10,0,C10H8N2O2S2,4,0,16,6,62.52,252.0,DB11327,0,4,2,3,104.48,1.75
46,0.26,19,0,C19H22N2O3,3,2,24,5,94.64,326.16,DB13286,2,5,2,8,69.64,3.94
38,0.12,17,0,C17H15NO5,5,1,23,6,83.46,313.1,DB13657,1,6,2,4,81.7,2.79
44,0.21,19,0,C19H19N3O3,6,1,25,6,93.67,337.14,DB14975,1,6,3,6,77.24,3.62
46,0.59,17,0,C17H26N2O,2,1,20,3,84.05,274.2,DB00296,1,3,2,4,32.34,3.51
32,0.5,8,0,C8H14N3O6P,7,4,18,10,61.78,279.06,DB00369,5,9,1,6,157.71,-1.66
39,0.11,19,0,C19H17NOS,2,0,22,3,96.76,307.1,DB00525,0,2,3,2,44.56,4.95
44,0.35,20,0,C20H22N2,2,0,22,2,90.84,290.18,DB00719,0,2,4,0,16.13,3.71
38,0.54,13,0,C13H18N4O3,7,0,20,7,74.75,278.14,DB00806,0,7,2,5,78.89,0.19
43,0.26,19,0,C19H20N2O2,2,0,23,4,90.87,308.15,DB00812,0,4,3,5,40.62,3.79
23,0.0,7,0,C7H6ClN3O4S2,5,2,17,10,62.13,294.95,DB00880,3,7,2,1,135.45,0.13
29,0.62,8,0,C8H13N3O4S,6,0,16,8,57.95,247.06,DB00911,0,7,1,5,103.48,0.53
39,0.33,15,0,C15H19N5,4,1,20,5,79.68,269.16,DB00953,1,5,3,5,49.74,1.91
32,0.07,15,0,C15H12BrNO3,3,2,20,5,79.77,333.0,DB00963,3,4,2,4,80.39,2.89
40,0.56,16,0,C16H21NO2,2,1,19,3,74.62,259.16,DB00980,1,3,3,4,38.33,2.57
41,0.57,14,0,C14H21N3O3,5,3,20,6,77.89,279.16,DB01096,3,6,2,5,87.43,1.81
44,0.53,15,0,C15H25N3O,3,3,19,4,78.63,263.2,DB01255,5,4,1,8,81.14,1.19
35,0.17,12,0,C12H14N4O4S,7,2,21,9,76.8,310.07,DB01299,3,8,2,5,124.81,0.88
33,0.17,12,0,C12H14N4O2S,5,2,19,7,73.17,278.08,DB01582,3,6,2,3,106.35,1.48
26,1.0,6,0,C6H14O6,6,6,12,6,38.2,182.08,DB01638,6,6,0,5,121.38,-3.59
24,1.0,6,0,C6H12O6,6,5,12,6,36.01,180.06,DB04173,5,6,1,2,110.38,-3.22
52,0.25,24,0,C24H27N,1,1,25,1,106.95,329.21,DB04825,1,1,3,8,12.03,5.43
44,0.59,17,0,C17H24O3,3,1,20,3,78.08,276.17,DB04838,1,3,2,3,46.53,3.48
29,0.17,12,0,C12H12N2O2S,3,2,17,5,67.81,248.06,DB04880,2,4,2,3,91.02,1.96
35,0.82,11,0,C11H20N2O2,2,1,15,4,58.0,212.15,DB05541,2,4,1,5,63.4,0.9
28,0.2,10,0,C10H10ClN5O2,6,1,18,8,62.68,267.05,DB06119,2,7,2,4,95.92,1.16
36,0.29,17,0,C17H16ClNO,2,0,20,3,80.95,285.09,DB06216,0,2,4,0,12.47,4.26
36,0.5,14,0,C14H19NO2,3,1,17,3,66.84,233.14,DB06701,1,3,2,3,38.33,2.09
32,0.46,13,0,C13H14Cl2O3,2,1,18,5,70.58,288.03,DB09064,1,3,2,4,46.53,3.59
30,0.07,14,0,C14H11FN2OS,4,2,19,5,76.23,273.06,DB09151,2,3,3,2,73.39,3.85
42,0.26,19,0,C19H21NS,2,0,21,2,92.7,295.14,DB09167,0,1,3,3,28.54,4.68
45,0.56,16,0,C16H25NO3,4,0,20,4,80.63,279.18,DB09205,0,4,1,6,38.77,2.98
19,1.0,3,0,C3H7Na2O6P,6,2,12,9,26.65,215.98,DB09561,2,6,0,4,122.69,-8.81
55,0.65,20,0,C20H31NO3,4,0,24,4,96.15,333.23,DB11186,0,4,2,10,38.77,3.4
18,0.5,2,5,C2H8AlClNO4Zr+5,3,1,10,8,27.04,261.9,DB11200,6,5,0,1,129.15,-7.33
72,0.76,25,1,C25H46N+,0,0,26,1,117.43,360.36,DB11583,0,1,1,17,0.0,7.74
42,0.73,15,0,C15H26O,1,1,16,1,70.39,222.2,DB13153,1,1,1,4,20.23,4.23
41,0.28,18,0,C18H18ClN3S,4,0,23,5,97.28,343.09,DB13256,0,3,4,0,44.14,4.13
45,0.3,20,1,C20H24N+,0,0,21,1,89.98,278.19,DB13720,0,1,3,2,0.0,4.36
49,0.56,16,0,C16H25N3O5,6,4,24,8,88.27,339.18,DB13781,4,8,2,8,103.29,-0.24
28,0.27,11,0,C11H11Cl2N3O,3,1,17,6,67.96,271.03,DB13801,2,4,2,2,58.69,2.56
25,0.22,9,0,C9H10FNO4,4,4,15,6,49.04,214.06,DB13848,5,5,1,3,103.78,0.19
36,0.42,12,0,C12H19NO4,4,2,17,5,62.42,241.13,DB14006,2,5,1,3,80.59,-0.56
38,0.54,13,0,C13H18N4O3,7,0,20,7,74.75,278.14,DB18002,0,7,2,5,78.89,0.19
26,0.67,6,0,C6H12N2O4S2,6,4,14,8,56.14,240.02,DB00138,6,6,0,7,177.24,-0.81
34,0.23,13,0,C13H12F2N6O,7,1,22,9,70.3,306.1,DB00196,1,7,3,5,81.65,0.74
34,0.27,15,0,C15H14N4O,4,1,20,5,76.33,266.12,DB00238,1,5,4,1,58.12,2.65
34,0.29,14,0,C14H16N2O2,4,0,18,4,68.44,244.12,DB00292,0,4,2,4,44.12,2.67
45,0.4,20,0,C20H23NS,2,0,22,2,93.69,309.16,DB00340,0,1,4,2,28.54,5.02
46,0.37,19,0,C19H24N2S,3,0,22,3,96.4,312.17,DB00392,0,2,3,5,31.78,5.02
35,0.12,17,0,C17H13ClN4,4,0,22,5,86.89,308.08,DB00404,0,4,4,1,43.07,3.58
45,0.56,16,0,C16H24N2O3,4,3,21,5,82.65,292.18,DB00521,3,5,2,5,70.59,1.7
38,0.24,17,0,C17H16ClN3O,4,1,22,5,88.61,313.1,DB00543,1,4,4,0,36.86,3.43
33,0.19,16,0,C16H13ClN2O,3,1,20,4,79.0,284.07,DB00579,1,3,4,1,35.83,2.61
37,0.29,17,0,C17H17NO2,3,2,20,3,77.99,267.13,DB00714,2,3,4,0,43.7,2.85
48,0.4,20,0,C20H26N2,2,0,22,2,95.02,294.21,DB00726,0,2,3,4,6.48,4.12
37,0.25,16,0,C16H16ClNO3,4,4,21,5,81.31,305.08,DB00800,4,4,3,1,72.72,2.73
31,0.23,13,0,C13H12Cl2O4,3,1,19,6,73.35,302.01,DB00903,1,4,1,6,63.6,3.61
41,0.32,19,0,C19H19ClN2,2,1,22,3,91.22,310.12,DB00967,1,2,4,0,24.92,4.02
36,0.6,10,0,C10H16N2O8,6,4,20,10,63.42,292.09,DB00974,4,10,0,11,155.68,-2.07
35,0.36,14,0,C14H17N3O,2,3,18,4,71.69,243.14,DB00998,4,4,3,2,70.91,1.34
25,0.14,7,0,C7H8ClN3O4S2,5,3,17,10,61.64,296.96,DB00999,4,7,2,1,135.12,-0.35
49,0.61,18,0,C18H28N2O,2,1,21,3,88.67,288.22,DB01002,1,3,2,5,32.34,3.9
31,0.44,9,0,C9H13N5O4,8,4,18,9,61.61,255.1,DB01004,5,9,2,5,139.28,-1.97
38,0.46,13,0,C13H19NO4S,3,1,19,6,72.74,285.1,DB01032,1,5,1,7,83.06,2.2
22,0.0,6,0,C6H6Cl2N2O4S2,4,2,16,10,59.21,303.91,DB01144,4,6,1,2,137.08,0.29
42,0.5,14,0,C14H22ClN3O2,4,2,20,6,82.54,299.14,DB01233,3,5,1,7,67.59,2.0
39,0.22,18,0,C18H18ClNS,2,0,21,3,92.27,315.08,DB01239,0,1,3,3,28.54,5.19
43,0.29,17,0,C17H21NO4,5,5,22,5,84.01,303.15,DB01288,5,5,2,6,92.95,2.06
30,0.3,10,0,C10H12ClN3O3S,4,3,18,8,67.99,289.03,DB01325,4,6,2,2,109.67,0.88
44,0.69,16,0,C16H24N2O2,3,1,20,4,78.31,276.18,DB01618,1,4,3,3,45.33,1.96
30,0.0,15,0,C15H9FN2O3,4,1,21,6,72.09,284.06,DB05016,1,5,3,3,76.22,3.24
24,1.0,6,0,C6H13NO4,5,5,11,5,36.9,163.08,DB05018,5,5,1,1,92.95,-2.97
34,0.13,15,0,C15H15NO2S,2,1,19,4,76.93,273.08,DB06413,2,3,2,5,79.37,2.01
49,0.5,18,0,C18H27NO3,3,2,22,4,88.95,305.2,DB06774,2,4,1,9,58.56,3.79
31,0.78,9,0,C9H17NO4,4,0,14,5,48.08,203.12,DB08842,0,5,0,5,66.43,-1.24
42,0.33,18,0,C18H21ClN2,2,0,21,3,88.81,300.14,DB08936,0,2,3,3,6.48,3.68
69,1.0,21,0,C21H45N3,3,1,24,3,107.22,339.36,DB08958,2,3,1,12,32.5,4.71
49,0.5,18,0,C18H27NO3,3,2,22,4,88.95,305.2,DB09120,2,4,1,9,58.56,3.79
27,0.44,9,0,C9H11ClN4O2,3,3,16,7,60.06,242.06,DB09343,3,6,2,2,92.81,0.29
51,0.67,18,0,C18H29NO3,4,2,22,4,88.33,307.21,DB09351,2,4,2,11,50.72,2.39
31,0.0,13,0,C13H12N2O3S,4,2,19,6,71.95,276.06,DB09355,3,5,2,3,97.64,1.39
35,0.42,12,0,C12H17ClN2O3,3,1,18,6,60.9,272.09,DB09377,1,5,1,6,59.28,-2.95
27,0.5,4,0,C4H14MgO8,4,0,13,9,41.57,214.05,DB09409,8,8,0,0,206.26,-6.17
41,0.56,16,0,C16H22O3,3,1,19,3,74.11,262.16,DB11064,1,3,2,2,46.53,3.76
32,0.25,12,0,C12H13N3O3S,6,0,19,7,72.42,279.07,DB12265,0,6,2,5,95.49,2.63
58,0.45,22,0,C22H32N2O2,4,4,26,4,107.83,356.25,DB12313,4,4,2,13,64.52,3.62
23,0.67,6,0,C6H10CaO6,6,2,13,7,39.13,218.01,DB13231,2,6,0,2,120.72,-4.15
40,0.26,19,0,C19H19NS,2,0,21,2,89.76,293.12,DB13292,0,1,4,0,28.54,4.68
48,0.35,20,0,C20H25NO2,3,0,23,3,93.47,311.19,DB15795,0,3,2,8,29.54,3.7
35,0.42,12,1,C12H17N4OS+,5,2,18,6,70.32,265.11,DB00152,3,5,2,4,104.15,0.61
39,0.29,14,0,C14H18N4O3,7,2,21,7,79.76,290.14,DB00440,4,7,2,5,105.51,1.26
34,0.2,15,0,C15H15NO3,3,1,19,4,71.36,257.11,DB00500,1,4,2,4,59.3,2.19
48,0.5,18,0,C18H26ClN3,3,1,22,4,96.86,319.18,DB00608,1,3,2,8,28.16,4.81
54,0.67,18,0,C18H31NO4,5,2,23,5,91.83,325.23,DB00612,2,5,1,12,59.95,2.37
42,1.0,9,0,C9H23NO7P2,4,5,19,10,70.68,319.09,DB00710,5,8,0,9,158.15,0.5
43,0.14,21,0,C21H21N,1,0,22,1,95.76,287.17,DB00735,0,1,3,5,3.24,4.99
31,0.07,15,0,C15H12N2O2,2,1,19,4,72.64,252.09,DB00776,2,4,3,0,63.4,2.64
31,0.21,14,0,C14H14O3,2,1,17,3,66.55,230.09,DB00788,1,3,2,3,46.53,3.04
57,0.95,19,0,C19H35NO2,3,0,22,3,90.84,309.27,DB00804,0,3,2,7,29.54,4.4
29,0.25,12,0,C12H10N2O5,6,1,19,7,64.76,262.06,DB00827,1,7,3,2,90.65,0.84
33,0.12,16,0,C16H13ClN2O,2,0,20,4,81.81,284.07,DB00829,0,3,3,1,32.67,3.15
31,0.07,15,0,C15H11ClN2O2,3,2,20,5,78.17,286.05,DB00842,2,4,3,1,61.69,2.45
28,0.29,7,0,C7H11NO7P2,4,5,17,10,56.98,283.0,DB00884,5,8,1,4,167.8,-0.37
50,0.59,17,0,C17H28N2O3,5,1,22,5,89.33,308.21,DB00892,2,5,1,10,64.79,2.95
41,0.33,18,0,C18H20N2S,3,0,21,3,89.62,296.13,DB00902,0,2,4,2,31.78,4.24
37,0.11,18,0,C18H15NO3,3,1,22,4,83.33,293.11,DB00991,1,4,3,5,63.33,4.03
29,0.23,13,0,C13H10N2O4,4,1,19,6,63.11,258.06,DB01041,1,6,3,1,83.55,0.09
31,0.64,11,0,C11H16N2O2,4,0,15,4,55.14,208.12,DB01085,0,4,2,3,44.12,1.16
29,0.78,9,0,C9H15NO3S,3,2,14,5,55.39,217.08,DB01197,1,4,1,3,96.41,0.63
32,0.06,16,0,C16H11ClN4,4,0,21,5,82.15,294.07,DB01215,0,4,4,1,43.07,3.27
45,0.37,19,0,C19H23ClN2,2,0,22,3,95.48,314.15,DB01242,0,2,3,4,6.48,4.53
43,0.33,18,0,C18H22N2S,3,0,21,3,91.73,298.15,DB01246,0,2,3,4,31.78,4.49
36,0.23,13,0,C13H15N3O4S,6,1,21,8,76.65,309.08,DB01382,1,7,2,7,98.79,1.3
29,0.0,14,0,C14H10O5,4,2,19,5,66.47,258.05,DB01399,2,5,2,3,83.83,2.31
39,0.26,19,0,C19H19N,1,0,20,1,83.76,261.15,DB01619,0,1,4,1,3.24,3.92
30,0.07,14,0,C14H10F3NO2,2,2,20,6,68.13,281.07,DB02266,2,3,2,3,49.33,4.15
28,0.18,11,0,C11H12N2O3,3,4,16,5,59.28,220.08,DB02959,5,5,2,3,99.34,0.83
40,0.19,16,0,C16H18FN3O2,4,3,22,6,85.23,303.14,DB04953,4,5,2,5,76.38,3.59
39,0.57,14,0,C14H23NO,2,1,16,2,68.86,221.18,DB06204,1,2,1,5,23.47,3.08
36,0.38,13,0,C13H18N2O3,3,2,18,5,67.77,250.13,DB06218,2,5,1,6,67.43,0.45
44,0.37,19,0,C19H21N3O,4,0,23,4,90.51,307.17,DB06766,0,4,4,1,38.13,2.78
33,0.07,15,0,C15H14N2O2,3,2,19,4,73.63,254.11,DB06802,4,4,2,4,86.18,1.53
39,0.54,13,0,C13H20N2O3S,5,2,19,6,76.78,284.12,DB09009,2,5,1,6,95.67,2.17
43,0.33,18,0,C18H22N2S,3,1,21,3,91.56,298.15,DB09068,1,2,3,3,40.57,3.86
26,0.5,6,3,C6H11FeNO7+3,5,5,15,9,42.11,264.99,DB09501,7,8,0,5,167.13,-1.09
28,0.0,13,0,C13H9Cl3N2O,1,2,19,6,80.56,313.98,DB11155,2,3,2,2,41.13,5.29
64,0.73,22,1,C22H40NO+,1,0,24,2,105.62,334.31,DB11594,0,2,1,15,9.23,6.06
47,0.35,20,0,C20H25NO,2,0,22,2,92.13,295.19,DB11609,0,2,2,7,20.31,3.9
47,0.43,21,0,C21H24N2,2,0,23,2,95.38,304.19,DB13246,0,2,6,1,6.48,4.02
48,0.94,16,0,C16H28N2O2,3,1,20,4,78.42,280.22,DB13288,1,4,4,6,41.57,1.65
25,0.0,11,0,C11H9N3O2,3,2,16,5,59.96,215.07,DB13680,3,5,2,1,84.55,0.92
31,0.78,9,0,C9H16Cl2N4,3,0,15,6,54.84,250.08,DB14198,0,4,4,2,9.72,-2.75
27,0.18,11,0,C11H12N2O2,2,3,15,4,57.61,204.09,DB00150,4,4,2,3,79.11,1.12
46,0.56,16,0,C16H25NO4,5,2,21,5,81.42,295.18,DB00187,2,5,1,9,67.79,1.53
30,0.3,10,0,C10H14N2O4,5,5,16,6,56.84,226.1,DB00190,6,6,1,4,115.81,-0.05
23,0.2,10,0,C10H7Cl2N3O,3,1,16,6,62.11,255.0,DB00261,1,4,3,0,44.7,1.93
31,0.18,11,0,C11H13N3O3S,5,2,18,7,67.64,267.07,DB00263,3,6,2,3,106.6,1.67
49,0.61,18,0,C18H28N2O,2,1,21,3,88.67,288.22,DB00297,1,3,2,5,32.34,3.9
44,0.3,20,0,C20H23N,1,0,21,1,90.54,277.18,DB00321,0,1,3,3,3.24,4.17
39,0.35,17,0,C17H19N3,3,0,20,3,81.07,265.16,DB00370,0,3,4,0,19.37,2.48
26,0.4,5,0,C5H10N2O7P2,5,5,16,11,51.27,272.0,DB00399,5,9,1,4,172.73,-1.12
38,0.31,16,0,C16H19BrN2,2,0,19,3,83.39,318.07,DB00405,0,2,2,5,16.13,3.93
40,0.29,17,0,C17H18F3NO,2,1,22,5,79.8,309.13,DB00472,1,2,2,6,21.26,4.44
40,0.29,17,0,C17H19ClN2S,3,0,21,4,92.19,318.1,DB00477,0,2,3,4,31.78,4.89
38,0.5,12,0,C12H20N2O3S,4,3,18,6,73.01,272.12,DB00489,3,5,1,6,86.81,1.09
30,0.07,14,0,C14H11Cl2NO2,2,2,19,5,77.53,295.02,DB00586,2,3,2,4,49.33,4.36
28,0.14,14,0,C14H10Cl4,0,0,18,4,80.24,317.95,DB00648,0,0,2,3,0.0,5.93
32,0.5,10,0,C10H14N4O4,8,2,18,8,63.31,254.1,DB00651,2,8,2,3,102.28,-2.21
40,0.24,17,0,C17H19N3O,4,2,21,4,86.6,281.15,DB00692,2,4,3,4,47.86,2.84
38,0.8,10,0,C10H19O6PS2,8,0,19,9,77.57,330.04,DB00772,0,6,0,9,138.26,2.12
47,0.56,16,0,C16H26N2O3,5,1,21,5,84.71,294.19,DB00807,2,5,1,9,64.79,2.56
